Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,23565,6.0,6,,,,,,
,,,,,23574,9.0,9,,,,,,
,,,,,23578,4.0,4,,,,,,
,,,,,23581,3.0,3,,,,,,
,,,,,23584,3.0,3,,,,,,
,,,,,23589,5.0,5,,,,,,
,,,,,23595,6.0,6,,,,,,
,,,,,23607,12.0,12,,,,,,
,,,,,23616,9.0,9,,,,,,
,,,,,23619,3.0,3,,,,,,
,,,,,23623,4.0,4,,,,,,
,,,,,23627,4.0,4,,,,,,
,,,,,23632,5.0,5,,,,,,
,,,,,23635,3.0,3,,,,,,
,,,,,23650,15.0,15,,,,,,
,,,,,23656,6.0,6,,,,,,
,,,,,23660,4.0,4,,,,,,
,,,,,23663,3.0,3,,,,,,
,,,,,23674,11.0,11,,,,,,
,,,,,23687,13.0,13,,,,,,
,,,,,23695,8.0,8,,,,,,
,,,,,23708,13.0,13,,,,,,
,,,,,23713,5.0,5,,,,,,
,,,,,23716,3.0,3,,,,,,
,,,,,23726,10.0,10,,,,,,
,,,,,23730,4.0,4,,,,,,
,,,,,23735,5.0,5,,,,,,
,,,,,23742,7.0,7,,,,,,
,,,,,23745,3.0,3,,,,,,
,,,,,23754,9.0,9,,,,,,
,,,,,23765,11.0,11,,,,,,
,,,,,23769,4.0,4,,,,,,
,,,,,23778,9.0,9,,,,,,
,,,,,23784,6.0,6,,,,,,
,,,,,23791,7.0,7,,,,,,
,,,,,23800,9.0,9,,,,,,
,,,,,23806,6.0,6,,,,,,
,,,,,23813,7.0,7,,,,,,
,,,,,23821,8.0,8,,,,,,
,,,,,23824,3.0,3,,,,,,
,,,,,23830,6.0,6,,,,,,
,,,,,23834,4.0,4,,,,,,
,,,,,23838,4.0,4,,,,,,
,,,,,23844,6.0,6,,,,,,
,,,,,23848,4.0,4,,,,,,
,,,,,23854,6.0,6,,,,,,
,,,,,23859,5.0,5,,,,,,
,,,,,23863,4.0,4,,,,,,
,,,,,23870,7.0,7,,,,,,
,,,,,23874,4.0,4,,,,,,
,,,,,23881,7.0,7,,,,,,
,,,,,23907,26.0,26,,,,,,
,,,,,23914,7.0,7,,,,,,
,,,,,23927,13.0,13,,,,,,
,,,,,23930,3.0,3,,,,,,
,,,,,23950,20.0,20,,,,,,
,,,,,23954,4.0,4,,,,,,
,,,,,23958,4.0,4,,,,,,
,,,,,23962,4.0,4,,,,,,
,,,,,23983,21.0,21,,,,,,
,,,,,23986,3.0,3,,,,,,
,,,,,23993,7.0,7,,,,,,
,,,,,23997,4.0,4,,,,,,
,,,,,24000,,,2.0305566787719727,4.974588394165039,5.114389419555664,0.0003,0.0003,0.1
,,,,,24002,5.0,5,,,,,,
,,,,,24010,8.0,8,,,,,,
,,,,,24016,6.0,6,,,,,,
,,,,,24029,13.0,13,,,,,,
,,,,,24037,8.0,8,,,,,,
,,,,,24045,8.0,8,,,,,,
,,,,,24052,7.0,7,,,,,,
,,,,,24058,6.0,6,,,,,,
,,,,,24074,16.0,16,,,,,,
,,,,,24082,8.0,8,,,,,,
,,,,,24085,3.0,3,,,,,,
,,,,,24088,3.0,3,,,,,,
,,,,,24098,10.0,10,,,,,,
,,,,,24110,12.0,12,,,,,,
,,,,,24113,3.0,3,,,,,,
,,,,,24124,11.0,11,,,,,,
,,,,,24131,7.0,7,,,,,,
,,,,,24137,6.0,6,,,,,,
,,,,,24143,6.0,6,,,,,,
,,,,,24148,5.0,5,,,,,,
,,,,,24156,8.0,8,,,,,,
,,,,,24164,8.0,8,,,,,,
,,,,,24170,6.0,6,,,,,,
,,,,,24176,6.0,6,,,,,,
,,,,,24180,4.0,4,,,,,,
,,,,,24183,3.0,3,,,,,,
,,,,,24192,9.0,9,,,,,,
,,,,,24195,3.0,3,,,,,,
,,,,,24199,4.0,4,,,,,,
,,,,,24204,5.0,5,,,,,,
,,,,,24211,7.0,7,,,,,,
,,,,,24222,11.0,11,,,,,,
,,,,,24228,6.0,6,,,,,,
,,,,,24233,5.0,5,,,,,,
,,,,,24238,5.0,5,,,,,,
,,,,,24249,11.0,11,,,,,,
,,,,,24254,5.0,5,,,,,,
,,,,,24258,4.0,4,,,,,,
,,,,,24261,3.0,3,,,,,,
,,,,,24272,11.0,11,,,,,,
,,,,,24280,8.0,8,,,,,,
,,,,,24285,5.0,5,,,,,,
,,,,,24293,8.0,8,,,,,,
,,,,,24300,7.0,7,,,,,,
,,,,,24306,6.0,6,,,,,,
,,,,,24315,9.0,9,,,,,,
,,,,,24336,21.0,21,,,,,,
,,,,,24339,3.0,3,,,,,,
,,,,,24349,10.0,10,,,,,,
,,,,,24352,3.0,3,,,,,,
,,,,,24359,7.0,7,,,,,,
,,,,,24364,5.0,5,,,,,,
,,,,,24371,7.0,7,,,,,,
,,,,,24378,7.0,7,,,,,,
,,,,,24389,11.0,11,,,,,,
,,,,,24393,4.0,4,,,,,,
,,,,,24408,15.0,15,,,,,,
,,,,,24417,9.0,9,,,,,,
,,,,,24433,16.0,16,,,,,,
,,,,,24440,7.0,7,,,,,,
,,,,,24444,4.0,4,,,,,,
,,,,,24453,9.0,9,,,,,,
,,,,,24466,13.0,13,,,,,,
,,,,,24471,5.0,5,,,,,,
,,,,,24486,15.0,15,,,,,,
,,,,,24491,5.0,5,,,,,,
,,,,,24502,11.0,11,,,,,,
,,,,,24508,6.0,6,,,,,,
,,,,,24514,6.0,6,,,,,,
,,,,,24522,8.0,8,,,,,,
,,,,,24527,5.0,5,,,,,,
,,,,,24532,5.0,5,,,,,,
,,,,,24538,6.0,6,,,,,,
,,,,,24541,3.0,3,,,,,,
,,,,,24545,4.0,4,,,,,,
,,,,,24550,5.0,5,,,,,,
,,,,,24555,5.0,5,,,,,,
,,,,,24561,6.0,6,,,,,,
,,,,,24564,3.0,3,,,,,,
,,,,,24569,5.0,5,,,,,,
,,,,,24573,4.0,4,,,,,,
,,,,,24583,10.0,10,,,,,,
,,,,,24586,3.0,3,,,,,,
,,,,,24598,12.0,12,,,,,,
,,,,,24603,5.0,5,,,,,,
,,,,,24620,17.0,17,,,,,,
,,,,,24623,3.0,3,,,,,,
,,,,,24628,5.0,5,,,,,,
,,,,,24643,15.0,15,,,,,,
,,,,,24654,11.0,11,,,,,,
,,,,,24659,5.0,5,,,,,,
,,,,,24669,10.0,10,,,,,,
,,,,,24673,4.0,4,,,,,,
,,,,,24677,4.0,4,,,,,,
,,,,,24680,3.0,3,,,,,,
,,,,,24686,6.0,6,,,,,,
,,,,,24694,8.0,8,,,,,,
,,,,,24698,4.0,4,,,,,,
,,,,,24701,3.0,3,,,,,,
,,,,,24705,4.0,4,,,,,,
,,,,,24714,9.0,9,,,,,,
,,,,,24719,5.0,5,,,,,,
,,,,,24722,3.0,3,,,,,,
,,,,,24725,3.0,3,,,,,,
,,,,,24732,7.0,7,,,,,,
,,,,,24735,3.0,3,,,,,,
,,,,,24739,4.0,4,,,,,,
,,,,,24742,3.0,3,,,,,,
,,,,,24750,8.0,8,,,,,,
,,,,,24756,6.0,6,,,,,,
,,,,,24760,4.0,4,,,,,,
,,,,,24763,3.0,3,,,,,,
,,,,,24766,3.0,3,,,,,,
,,,,,24775,9.0,9,,,,,,
,,,,,24780,5.0,5,,,,,,
,,,,,24788,8.0,8,,,,,,
,,,,,24798,10.0,10,,,,,,
,,,,,24804,6.0,6,,,,,,
,,,,,24821,17.0,17,,,,,,
,,,,,24828,7.0,7,,,,,,
,,,,,24831,3.0,3,,,,,,
,,,,,24849,18.0,18,,,,,,
,,,,,24852,3.0,3,,,,,,
,,,,,24862,10.0,10,,,,,,
,,,,,24866,4.0,4,,,,,,
,,,,,24876,10.0,10,,,,,,
,,,,,24879,3.0,3,,,,,,
,,,,,24890,11.0,11,,,,,,
,,,,,24894,4.0,4,,,,,,
,,,,,24902,8.0,8,,,,,,
,,,,,24906,4.0,4,,,,,,
,,,,,24913,7.0,7,,,,,,
,,,,,24919,6.0,6,,,,,,
,,,,,24938,19.0,19,,,,,,
,,,,,24943,5.0,5,,,,,,
,,,,,24951,8.0,8,,,,,,
,,,,,24958,7.0,7,,,,,,
,,,,,24978,20.0,20,,,,,,
,,,,,24983,5.0,5,,,,,,
,,,,,24991,8.0,8,,,,,,
,,,,,24997,6.0,6,,,,,,
,,,,,25000,3.0,3,,,,,,
6.3,3.8483763,15.0,3.0,6.3,25000,,,1.9407057762145996,5.228451251983643,5.418096542358398,0.0003,0.0003,0.1
,,,,,25008,8.0,8,,,,,,
,,,,,25015,7.0,7,,,,,,
,,,,,25023,8.0,8,,,,,,
,,,,,25031,8.0,8,,,,,,
,,,,,25037,6.0,6,,,,,,
,,,,,25041,4.0,4,,,,,,
,,,,,25051,10.0,10,,,,,,
,,,,,25058,7.0,7,,,,,,
,,,,,25062,4.0,4,,,,,,
,,,,,25065,3.0,3,,,,,,
,,,,,25081,16.0,16,,,,,,
,,,,,25086,5.0,5,,,,,,
,,,,,25089,3.0,3,,,,,,
,,,,,25092,3.0,3,,,,,,
,,,,,25096,4.0,4,,,,,,
,,,,,25099,3.0,3,,,,,,
,,,,,25103,4.0,4,,,,,,
,,,,,25115,12.0,12,,,,,,
,,,,,25120,5.0,5,,,,,,
,,,,,25133,13.0,13,,,,,,
,,,,,25143,10.0,10,,,,,,
,,,,,25148,5.0,5,,,,,,
,,,,,25154,6.0,6,,,,,,
,,,,,25161,7.0,7,,,,,,
,,,,,25165,4.0,4,,,,,,
,,,,,25176,11.0,11,,,,,,
,,,,,25183,7.0,7,,,,,,
,,,,,25190,7.0,7,,,,,,
,,,,,25194,4.0,4,,,,,,
,,,,,25203,9.0,9,,,,,,
,,,,,25208,5.0,5,,,,,,
,,,,,25213,5.0,5,,,,,,
,,,,,25216,3.0,3,,,,,,
,,,,,25222,6.0,6,,,,,,
,,,,,25229,7.0,7,,,,,,
,,,,,25240,11.0,11,,,,,,
,,,,,25254,14.0,14,,,,,,
,,,,,25276,22.0,22,,,,,,
,,,,,25279,3.0,3,,,,,,
,,,,,25285,6.0,6,,,,,,
,,,,,25290,5.0,5,,,,,,
,,,,,25294,4.0,4,,,,,,
,,,,,25298,4.0,4,,,,,,
,,,,,25305,7.0,7,,,,,,
,,,,,25310,5.0,5,,,,,,
,,,,,25316,6.0,6,,,,,,
,,,,,25322,6.0,6,,,,,,
,,,,,25326,4.0,4,,,,,,
,,,,,25342,16.0,16,,,,,,
,,,,,25346,4.0,4,,,,,,
,,,,,25349,3.0,3,,,,,,
,,,,,25352,3.0,3,,,,,,
,,,,,25355,3.0,3,,,,,,
,,,,,25361,6.0,6,,,,,,
,,,,,25371,10.0,10,,,,,,
,,,,,25374,3.0,3,,,,,,
,,,,,25378,4.0,4,,,,,,
,,,,,25386,8.0,8,,,,,,
,,,,,25398,12.0,12,,,,,,
,,,,,25401,3.0,3,,,,,,
,,,,,25407,6.0,6,,,,,,
,,,,,25411,4.0,4,,,,,,
,,,,,25414,3.0,3,,,,,,
,,,,,25419,5.0,5,,,,,,
,,,,,25423,4.0,4,,,,,,
,,,,,25426,3.0,3,,,,,,
,,,,,25430,4.0,4,,,,,,
,,,,,25434,4.0,4,,,,,,
,,,,,25447,13.0,13,,,,,,
,,,,,25452,5.0,5,,,,,,
,,,,,25463,11.0,11,,,,,,
,,,,,25466,3.0,3,,,,,,
,,,,,25470,4.0,4,,,,,,
,,,,,25480,10.0,10,,,,,,
,,,,,25484,4.0,4,,,,,,
,,,,,25488,4.0,4,,,,,,
,,,,,25498,10.0,10,,,,,,
,,,,,25507,9.0,9,,,,,,
,,,,,25522,15.0,15,,,,,,
,,,,,25532,10.0,10,,,,,,
,,,,,25542,10.0,10,,,,,,
,,,,,25550,8.0,8,,,,,,
,,,,,25565,15.0,15,,,,,,
,,,,,25578,13.0,13,,,,,,
,,,,,25583,5.0,5,,,,,,
,,,,,25589,6.0,6,,,,,,
,,,,,25596,7.0,7,,,,,,
,,,,,25601,5.0,5,,,,,,
,,,,,25612,11.0,11,,,,,,
,,,,,25636,24.0,24,,,,,,
,,,,,25639,3.0,3,,,,,,
,,,,,25643,4.0,4,,,,,,
,,,,,25656,13.0,13,,,,,,
,,,,,25666,10.0,10,,,,,,
,,,,,25671,5.0,5,,,,,,
,,,,,25675,4.0,4,,,,,,
,,,,,25680,5.0,5,,,,,,
,,,,,25694,14.0,14,,,,,,
,,,,,25700,6.0,6,,,,,,
,,,,,25703,3.0,3,,,,,,
,,,,,25707,4.0,4,,,,,,
,,,,,25710,3.0,3,,,,,,
,,,,,25714,4.0,4,,,,,,
,,,,,25717,3.0,3,,,,,,
,,,,,25720,3.0,3,,,,,,
,,,,,25725,5.0,5,,,,,,
,,,,,25737,12.0,12,,,,,,
,,,,,25742,5.0,5,,,,,,
,,,,,25746,4.0,4,,,,,,
,,,,,25752,6.0,6,,,,,,
,,,,,25757,5.0,5,,,,,,
,,,,,25760,3.0,3,,,,,,
,,,,,25768,8.0,8,,,,,,
,,,,,25777,9.0,9,,,,,,
,,,,,25784,7.0,7,,,,,,
,,,,,25789,5.0,5,,,,,,
,,,,,25794,5.0,5,,,,,,
,,,,,25797,3.0,3,,,,,,
,,,,,25802,5.0,5,,,,,,
,,,,,25805,3.0,3,,,,,,
,,,,,25815,10.0,10,,,,,,
,,,,,25819,4.0,4,,,,,,
,,,,,25824,5.0,5,,,,,,
,,,,,25835,11.0,11,,,,,,
,,,,,25846,11.0,11,,,,,,
,,,,,25852,6.0,6,,,,,,
,,,,,25861,9.0,9,,,,,,
,,,,,25875,14.0,14,,,,,,
,,,,,25879,4.0,4,,,,,,
,,,,,25886,7.0,7,,,,,,
,,,,,25890,4.0,4,,,,,,
,,,,,25894,4.0,4,,,,,,
,,,,,25900,6.0,6,,,,,,
,,,,,25904,4.0,4,,,,,,
,,,,,25914,10.0,10,,,,,,
,,,,,25919,5.0,5,,,,,,
,,,,,25931,12.0,12,,,,,,
,,,,,25939,8.0,8,,,,,,
,,,,,25943,4.0,4,,,,,,
,,,,,25947,4.0,4,,,,,,
,,,,,25951,4.0,4,,,,,,
,,,,,25954,3.0,3,,,,,,
,,,,,25962,8.0,8,,,,,,
,,,,,25968,6.0,6,,,,,,
,,,,,25977,9.0,9,,,,,,
,,,,,25982,5.0,5,,,,,,
,,,,,26000,,,1.9181551933288574,5.21415901184082,5.212528228759766,0.0003,0.0003,0.1
,,,,,26010,28.0,28,,,,,,
,,,,,26014,4.0,4,,,,,,
,,,,,26022,8.0,8,,,,,,
,,,,,26030,8.0,8,,,,,,
,,,,,26034,4.0,4,,,,,,
,,,,,26037,3.0,3,,,,,,
,,,,,26043,6.0,6,,,,,,
,,,,,26046,3.0,3,,,,,,
,,,,,26057,11.0,11,,,,,,
,,,,,26061,4.0,4,,,,,,
,,,,,26065,4.0,4,,,,,,
,,,,,26073,8.0,8,,,,,,
,,,,,26080,7.0,7,,,,,,
,,,,,26085,5.0,5,,,,,,
,,,,,26091,6.0,6,,,,,,
,,,,,26094,3.0,3,,,,,,
,,,,,26099,5.0,5,,,,,,
,,,,,26106,7.0,7,,,,,,
,,,,,26110,4.0,4,,,,,,
,,,,,26121,11.0,11,,,,,,
,,,,,26125,4.0,4,,,,,,
,,,,,26130,5.0,5,,,,,,
,,,,,26139,9.0,9,,,,,,
,,,,,26144,5.0,5,,,,,,
,,,,,26151,7.0,7,,,,,,
,,,,,26155,4.0,4,,,,,,
,,,,,26160,5.0,5,,,,,,
,,,,,26165,5.0,5,,,,,,
,,,,,26173,8.0,8,,,,,,
,,,,,26177,4.0,4,,,,,,
,,,,,26180,3.0,3,,,,,,
,,,,,26186,6.0,6,,,,,,
,,,,,26193,7.0,7,,,,,,
,,,,,26203,10.0,10,,,,,,
,,,,,26206,3.0,3,,,,,,
,,,,,26209,3.0,3,,,,,,
,,,,,26217,8.0,8,,,,,,
,,,,,26221,4.0,4,,,,,,
,,,,,26226,5.0,5,,,,,,
,,,,,26235,9.0,9,,,,,,
,,,,,26239,4.0,4,,,,,,
,,,,,26244,5.0,5,,,,,,
,,,,,26249,5.0,5,,,,,,
,,,,,26252,3.0,3,,,,,,
,,,,,26271,19.0,19,,,,,,
,,,,,26275,4.0,4,,,,,,
,,,,,26288,13.0,13,,,,,,
,,,,,26307,19.0,19,,,,,,
,,,,,26312,5.0,5,,,,,,
,,,,,26316,4.0,4,,,,,,
,,,,,26320,4.0,4,,,,,,
,,,,,26323,3.0,3,,,,,,
,,,,,26332,9.0,9,,,,,,
,,,,,26336,4.0,4,,,,,,
,,,,,26346,10.0,10,,,,,,
,,,,,26349,3.0,3,,,,,,
,,,,,26352,3.0,3,,,,,,
,,,,,26365,13.0,13,,,,,,
,,,,,26374,9.0,9,,,,,,
,,,,,26382,8.0,8,,,,,,
,,,,,26394,12.0,12,,,,,,
,,,,,26399,5.0,5,,,,,,
,,,,,26408,9.0,9,,,,,,
,,,,,26412,4.0,4,,,,,,
,,,,,26431,19.0,19,,,,,,
,,,,,26438,7.0,7,,,,,,
,,,,,26445,7.0,7,,,,,,
,,,,,26452,7.0,7,,,,,,
,,,,,26455,3.0,3,,,,,,
,,,,,26461,6.0,6,,,,,,
,,,,,26473,12.0,12,,,,,,
,,,,,26477,4.0,4,,,,,,
,,,,,26497,20.0,20,,,,,,
,,,,,26501,4.0,4,,,,,,
,,,,,26520,19.0,19,,,,,,
,,,,,26526,6.0,6,,,,,,
,,,,,26532,6.0,6,,,,,,
,,,,,26542,10.0,10,,,,,,
,,,,,26550,8.0,8,,,,,,
,,,,,26557,7.0,7,,,,,,
,,,,,26569,12.0,12,,,,,,
,,,,,26573,4.0,4,,,,,,
,,,,,26576,3.0,3,,,,,,
,,,,,26582,6.0,6,,,,,,
,,,,,26585,3.0,3,,,,,,
,,,,,26589,4.0,4,,,,,,
,,,,,26593,4.0,4,,,,,,
,,,,,26599,6.0,6,,,,,,
,,,,,26612,13.0,13,,,,,,
,,,,,26615,3.0,3,,,,,,
,,,,,26619,4.0,4,,,,,,
,,,,,26626,7.0,7,,,,,,
,,,,,26629,3.0,3,,,,,,
,,,,,26637,8.0,8,,,,,,
,,,,,26641,4.0,4,,,,,,
,,,,,26657,16.0,16,,,,,,
,,,,,26662,5.0,5,,,,,,
,,,,,26666,4.0,4,,,,,,
,,,,,26675,9.0,9,,,,,,
,,,,,26679,4.0,4,,,,,,
,,,,,26683,4.0,4,,,,,,
,,,,,26687,4.0,4,,,,,,
,,,,,26691,4.0,4,,,,,,
,,,,,26698,7.0,7,,,,,,
,,,,,26712,14.0,14,,,,,,
,,,,,26717,5.0,5,,,,,,
,,,,,26733,16.0,16,,,,,,
,,,,,26736,3.0,3,,,,,,
,,,,,26741,5.0,5,,,,,,
,,,,,26745,4.0,4,,,,,,
,,,,,26748,3.0,3,,,,,,
,,,,,26753,5.0,5,,,,,,
,,,,,26766,13.0,13,,,,,,
,,,,,26781,15.0,15,,,,,,
,,,,,26789,8.0,8,,,,,,
,,,,,26795,6.0,6,,,,,,
,,,,,26803,8.0,8,,,,,,
,,,,,26808,5.0,5,,,,,,
,,,,,26814,6.0,6,,,,,,
,,,,,26825,11.0,11,,,,,,
,,,,,26829,4.0,4,,,,,,
,,,,,26835,6.0,6,,,,,,
,,,,,26846,11.0,11,,,,,,
,,,,,26849,3.0,3,,,,,,
,,,,,26858,9.0,9,,,,,,
,,,,,26867,9.0,9,,,,,,
,,,,,26875,8.0,8,,,,,,
,,,,,26894,19.0,19,,,,,,
,,,,,26898,4.0,4,,,,,,
,,,,,26905,7.0,7,,,,,,
,,,,,26914,9.0,9,,,,,,
,,,,,26923,9.0,9,,,,,,
,,,,,26926,3.0,3,,,,,,
,,,,,26931,5.0,5,,,,,,
,,,,,26935,4.0,4,,,,,,
,,,,,26938,3.0,3,,,,,,
,,,,,26942,4.0,4,,,,,,
,,,,,26945,3.0,3,,,,,,
,,,,,26949,4.0,4,,,,,,
,,,,,26954,5.0,5,,,,,,
,,,,,26976,22.0,22,,,,,,
,,,,,26983,7.0,7,,,,,,
,,,,,27000,,,1.9702290296554565,4.6577253341674805,4.960796356201172,0.0003,0.0003,0.1
,,,,,27005,22.0,22,,,,,,
,,,,,27010,5.0,5,,,,,,
,,,,,27020,10.0,10,,,,,,
,,,,,27028,8.0,8,,,,,,
,,,,,27035,7.0,7,,,,,,
,,,,,27039,4.0,4,,,,,,
,,,,,27045,6.0,6,,,,,,
,,,,,27050,5.0,5,,,,,,
,,,,,27056,6.0,6,,,,,,
,,,,,27061,5.0,5,,,,,,
,,,,,27072,11.0,11,,,,,,
,,,,,27078,6.0,6,,,,,,
,,,,,27081,3.0,3,,,,,,
,,,,,27098,17.0,17,,,,,,
,,,,,27103,5.0,5,,,,,,
,,,,,27108,5.0,5,,,,,,
,,,,,27112,4.0,4,,,,,,
,,,,,27118,6.0,6,,,,,,
,,,,,27122,4.0,4,,,,,,
,,,,,27127,5.0,5,,,,,,
,,,,,27135,8.0,8,,,,,,
,,,,,27146,11.0,11,,,,,,
,,,,,27149,3.0,3,,,,,,
,,,,,27153,4.0,4,,,,,,
,,,,,27156,3.0,3,,,,,,
,,,,,27159,3.0,3,,,,,,
,,,,,27162,3.0,3,,,,,,
,,,,,27167,5.0,5,,,,,,
,,,,,27178,11.0,11,,,,,,
,,,,,27188,10.0,10,,,,,,
,,,,,27191,3.0,3,,,,,,
,,,,,27211,20.0,20,,,,,,
,,,,,27216,5.0,5,,,,,,
,,,,,27222,6.0,6,,,,,,
,,,,,27226,4.0,4,,,,,,
,,,,,27231,5.0,5,,,,,,
,,,,,27238,7.0,7,,,,,,
,,,,,27250,12.0,12,,,,,,
,,,,,27255,5.0,5,,,,,,
,,,,,27262,7.0,7,,,,,,
,,,,,27285,23.0,23,,,,,,
,,,,,27289,4.0,4,,,,,,
,,,,,27294,5.0,5,,,,,,
,,,,,27304,10.0,10,,,,,,
,,,,,27309,5.0,5,,,,,,
,,,,,27313,4.0,4,,,,,,
,,,,,27320,7.0,7,,,,,,
,,,,,27327,7.0,7,,,,,,
,,,,,27341,14.0,14,,,,,,
,,,,,27344,3.0,3,,,,,,
,,,,,27347,3.0,3,,,,,,
,,,,,27353,6.0,6,,,,,,
,,,,,27367,14.0,14,,,,,,
,,,,,27372,5.0,5,,,,,,
,,,,,27375,3.0,3,,,,,,
,,,,,27401,26.0,26,,,,,,
,,,,,27404,3.0,3,,,,,,
,,,,,27407,3.0,3,,,,,,
,,,,,27410,3.0,3,,,,,,
,,,,,27416,6.0,6,,,,,,
,,,,,27431,15.0,15,,,,,,
,,,,,27435,4.0,4,,,,,,
,,,,,27439,4.0,4,,,,,,
,,,,,27458,19.0,19,,,,,,
,,,,,27461,3.0,3,,,,,,
,,,,,27470,9.0,9,,,,,,
,,,,,27473,3.0,3,,,,,,
,,,,,27478,5.0,5,,,,,,
,,,,,27482,4.0,4,,,,,,
,,,,,27490,8.0,8,,,,,,
,,,,,27495,5.0,5,,,,,,
,,,,,27499,4.0,4,,,,,,
,,,,,27504,5.0,5,,,,,,
,,,,,27510,6.0,6,,,,,,
,,,,,27518,8.0,8,,,,,,
,,,,,27531,13.0,13,,,,,,
,,,,,27547,16.0,16,,,,,,
,,,,,27553,6.0,6,,,,,,
,,,,,27557,4.0,4,,,,,,
,,,,,27563,6.0,6,,,,,,
,,,,,27569,6.0,6,,,,,,
,,,,,27576,7.0,7,,,,,,
,,,,,27581,5.0,5,,,,,,
,,,,,27588,7.0,7,,,,,,
,,,,,27602,14.0,14,,,,,,
,,,,,27609,7.0,7,,,,,,
,,,,,27620,11.0,11,,,,,,
,,,,,27628,8.0,8,,,,,,
,,,,,27631,3.0,3,,,,,,
,,,,,27635,4.0,4,,,,,,
,,,,,27638,3.0,3,,,,,,
,,,,,27650,12.0,12,,,,,,
,,,,,27653,3.0,3,,,,,,
,,,,,27659,6.0,6,,,,,,
,,,,,27664,5.0,5,,,,,,
,,,,,27668,4.0,4,,,,,,
,,,,,27673,5.0,5,,,,,,
,,,,,27676,3.0,3,,,,,,
,,,,,27679,3.0,3,,,,,,
,,,,,27683,4.0,4,,,,,,
,,,,,27687,4.0,4,,,,,,
,,,,,27696,9.0,9,,,,,,
,,,,,27700,4.0,4,,,,,,
,,,,,27703,3.0,3,,,,,,
,,,,,27707,4.0,4,,,,,,
,,,,,27712,5.0,5,,,,,,
,,,,,27723,11.0,11,,,,,,
,,,,,27726,3.0,3,,,,,,
,,,,,27730,4.0,4,,,,,,
,,,,,27734,4.0,4,,,,,,
,,,,,27737,3.0,3,,,,,,
,,,,,27746,9.0,9,,,,,,
,,,,,27752,6.0,6,,,,,,
,,,,,27761,9.0,9,,,,,,
,,,,,27769,8.0,8,,,,,,
,,,,,27774,5.0,5,,,,,,
,,,,,27779,5.0,5,,,,,,
,,,,,27791,12.0,12,,,,,,
,,,,,27795,4.0,4,,,,,,
,,,,,27799,4.0,4,,,,,,
,,,,,27803,4.0,4,,,,,,
,,,,,27811,8.0,8,,,,,,
,,,,,27820,9.0,9,,,,,,
,,,,,27826,6.0,6,,,,,,
,,,,,27833,7.0,7,,,,,,
,,,,,27838,5.0,5,,,,,,
,,,,,27844,6.0,6,,,,,,
,,,,,27849,5.0,5,,,,,,
,,,,,27854,5.0,5,,,,,,
,,,,,27859,5.0,5,,,,,,
,,,,,27867,8.0,8,,,,,,
,,,,,27878,11.0,11,,,,,,
,,,,,27881,3.0,3,,,,,,
,,,,,27891,10.0,10,,,,,,
,,,,,27895,4.0,4,,,,,,
,,,,,27899,4.0,4,,,,,,
,,,,,27903,4.0,4,,,,,,
,,,,,27910,7.0,7,,,,,,
,,,,,27913,3.0,3,,,,,,
,,,,,27918,5.0,5,,,,,,
,,,,,27924,6.0,6,,,,,,
,,,,,27933,9.0,9,,,,,,
,,,,,27941,8.0,8,,,,,,
,,,,,27944,3.0,3,,,,,,
,,,,,27949,5.0,5,,,,,,
,,,,,27955,6.0,6,,,,,,
,,,,,27970,15.0,15,,,,,,
,,,,,27982,12.0,12,,,,,,
,,,,,27987,5.0,5,,,,,,
,,,,,27991,4.0,4,,,,,,
,,,,,27996,5.0,5,,,,,,
,,,,,28000,,,1.8997342586517334,4.883846282958984,4.89631462097168,0.0003,0.0003,0.1
,,,,,28001,5.0,5,,,,,,
,,,,,28008,7.0,7,,,,,,
,,,,,28017,9.0,9,,,,,,
,,,,,28023,6.0,6,,,,,,
,,,,,28031,8.0,8,,,,,,
,,,,,28038,7.0,7,,,,,,
,,,,,28043,5.0,5,,,,,,
,,,,,28048,5.0,5,,,,,,
,,,,,28060,12.0,12,,,,,,
,,,,,28065,5.0,5,,,,,,
,,,,,28068,3.0,3,,,,,,
,,,,,28076,8.0,8,,,,,,
,,,,,28082,6.0,6,,,,,,
,,,,,28087,5.0,5,,,,,,
,,,,,28093,6.0,6,,,,,,
,,,,,28099,6.0,6,,,,,,
,,,,,28103,4.0,4,,,,,,
,,,,,28110,7.0,7,,,,,,
,,,,,28114,4.0,4,,,,,,
,,,,,28118,4.0,4,,,,,,
,,,,,28122,4.0,4,,,,,,
,,,,,28125,3.0,3,,,,,,
,,,,,28130,5.0,5,,,,,,
,,,,,28136,6.0,6,,,,,,
,,,,,28141,5.0,5,,,,,,
,,,,,28148,7.0,7,,,,,,
,,,,,28155,7.0,7,,,,,,
,,,,,28167,12.0,12,,,,,,
,,,,,28173,6.0,6,,,,,,
,,,,,28176,3.0,3,,,,,,
,,,,,28179,3.0,3,,,,,,
,,,,,28184,5.0,5,,,,,,
,,,,,28191,7.0,7,,,,,,
,,,,,28197,6.0,6,,,,,,
,,,,,28204,7.0,7,,,,,,
,,,,,28212,8.0,8,,,,,,
,,,,,28216,4.0,4,,,,,,
